,name
33256,Cligel-N Gel
33257,Carrol 2mg/0.035mg Tablet
33258,Citilin P Tablet
33259,Comcid-D Veg Capsule SR
33260,Cogniwella 90mg Tablet
33261,Caat CV 20 Capsule
33262,Citizac Tablet
33263,Clinsol 300mg Capsule
33264,Canzorb Dusting Powder
33265,Cipromax 500mg Tablet
33266,Carbophage G 1 Tablet PR
33267,Chymowok Forte 100000AU Tablet
33268,CTD-O 12.5/20 Tablet
33269,Clincarb Ear Drop
33270,Cobix 100mg Capsule
33271,Campicillin 500 Capsule
33272,Cad B12 Plus Injection
33273,Cefrine Plus 1000 mg/500 mg Injection
33274,Clotawin 250 Tablet
33275,Cogmentin 5mg/5mg Tablet
33276,Clocip-B Cream
33277,Caqpro 60000IU Soft Gelatin Capsule
33278,Ceflox 250mg Tablet
33279,Cetriz Syrup
33280,Citalin 5 Tablet
33281,Coenac 400 Solution
33282,Cefijet 200mg Tablet
33283,Combither 20mg/120mg Tablet
33284,Coldfiz Tablet
33285,Clonext Cream
33286,Colinol Suspension
33287,Clindapene Gel
33288,Ceoderm  Cream
33289,Cet 10mg Tablet
33290,Clinred A Gel
33291,Cefoxim CV 250mg/125mg Tablet
33292,Castor Eye Drop
33293,Cefolac DT 50 Tablet
33294,Ceastra 100 Capsule
33295,Cetin Plus Tablet
33296,C-Hop 400mg Tablet
33297,Cefakind XP 1000mg/125mg Injection
33298,Cidazole 400mg Tablet
33299,Cozymin-DX Junior Syrup
33300,Chymodin Forte Tablet
33301,Carmizyme Tablet
33302,Cloflow Tablet
33303,Cital Oral Liquid Sugar Free
33304,Clopivas 150mg Tablet
33305,Ciprolet-A Tablet
33306,Coliza 10mg/250mg Tablet
33307,Clear Tears Eye Drop
33308,Cadilose Oral Solution
33309,Cymevene 500mg Injection
33310,Clindamide Plus 1% Gel
33311,Clobetagen M Cream
33312,Cefrax O 200mg Tablet
33313,Cerehenz 60mg Injection
33314,CLAVICEF O 200 MG/200 MG TABLET
33315,CERNOS 100 MG INJECTION
33316,Coff-Tuss Oral Suspension Mango
33317,Cipladine 5% Solution
33318,C UDP 5mg Tablet
33319,Cetirite 10mg Tablet
33320,Cardinol Plus 5mg/50mg Tablet
33321,Cognipil Plus Tablet
33322,Candidac B Lotion
33323,Codzi D Syrup
33324,Clobenate Cream
33325,Clamp 80mg/11.4mg Drop
33326,Clonaxyl 0.25mg Tablet MD
33327,Complamina 300mg Injection
33328,Cortil 0.5mg Tablet
33329,Cilobid 100mg Tablet
33330,Canzap 100 Capsule
33331,Carnisure A 500mg Tablet
33332,Carbophage G 1 Forte Tablet
33333,Cefvac- B Adult Vaccine
33334,Cyprogain Syrup
33335,Capmide 40mg Capsule
33336,Celrim TZ 1000 mg/125 mg Injection
33337,Cifizime AZ 200mg/250mg Tablet
33338,Clinmax Gel
33339,CTD-L 12.5/50 Tablet
33340,Celepra 10mg Tablet
33341,Combihale FB 400 Redicaps
33342,Channel 30 Tablet MR
33343,Cefex 200mg Tablet
33344,Clomine 25mg Tablet
33345,Codectuss TR Syrup
33346,Clinface Gel
33347,C2Win 2mg Tablet
33348,Cipex 500mg Tablet
33349,Covancin 500mg Injection
33350,Cef-O 200mg Tablet
33351,Clarence 500 mg/125 mg Tablet
33352,Caditam 10mg Tablet
33353,Cefitaxe O 200 mg/200 mg Tablet
33354,Cervifen 200mg Tablet
33355,Clotrin-B Lotion
33356,Cisatra Injection
33357,Cytax 260mg Injection
33358,Cilny O 20 Tablet
33359,Cacef CV Tablet
33360,Capritaz 4000 mg/500 mg Injection
33361,Coscoril Oral Drops
33362,Chloramphenicol Palmitate Syrup
33363,Colistop 12.5mg Suspension
33364,Cefadur 250mg Rediuse
33365,Cefiwal 200mg Tablet DT
33366,Cefbact 500mg Capsule
33367,Cetrotide 0.25mg Injection
33368,Canfree Mouth Paint
33369,Caligno Jelly
33370,Capex Dmr Expectorant
33371,Cogtin Plus 60mg/800mg/5mg Tablet
33372,Citapure Plus Tablet
33373,Chitomesh- SF Cream
33374,Compod 200mg Tablet
33375,Colicure 80mg Tablet
33376,Clostat B Lotion
33377,Canditas-V Gel
33378,Cephaxain 500mg Capsule
33379,Cromol Forte Eye Drop
33380,Capecite 500mg Tablet
33381,Clinred Gel
33382,Cloflow Plus 75 mg/75 mg Capsule
33383,Cefixiv-O Tablet
33384,Candid Lotion
33385,Cefzone 1gm Injection
33386,Celavi M 10/50 Tablet PR
33387,Cefzim O Plus Tablet
33388,Cefiwok 200 DT Tablet
33389,Coatz-AF Syrup Sugar Free
33390,Crevast CV 20 Capsule
33391,Contus 650 Tablet
33392,Clobetamil G Cream
33393,Cyponage Syrup Sugar Free
33394,Cefoder 200mg Tablet
33395,CADIXIM 200 MG TABLET
33396,Clopirad A 75mg/75mg Capsule
33397,Cypee Syrup
33398,Cataclear Eye Drop
33399,Cepodem DT 100mg Tablet
33400,Cilapam-Plus Tablet
33401,Clavorid 500mg/125mg Tablet
33402,Cefredrox CV 200mg/125mg Tablet
33403,Coform D Syrup
33404,Ciprodac 250 Tablet
33405,Camdem 0.5mg/5mg Tablet
33406,C Get 50mg Tablet
33407,Cadotril 100mg Capsule
33408,Clozel 0.5mg Tablet
33409,Co-Diovan 80/12.5 Tablet
33410,Coehcg 5000IU Powder for Injection
33411,Coly Monas 2 Injection
33412,Clonax 0.5mg Tablet
33413,Cleft 20 Tablet
33414,Cypotin Syrup
33415,Citicon P 500mg/800mg Tablet
33416,Cebest CV 200mg/125mg Tablet
33417,Clovate G Cream
33418,Clopiklot Tablet
33419,Carfilnat Injection
33420,Cumin 200 Tablet
33421,Cartipred 2mg Tablet
33422,C UDP 20 Tablet
33423,Cetrezol L	 5mg Tablet
33424,Clofresh Plus Cream
33425,Cresar 80H Tablet
33426,Cefoprax-SB 1.5gm  Injection
33427,Cefoprox XP 1000mg/125mg Injection
33428,Cetmet 10mg Tablet
33429,Cefilab CV 200mg/125mg Tablet
33430,Cortel-H 80 Tablet
33431,Cortel 20 Tablet
33432,Cepodox 200mg Tablet
33433,Cocef 200mg Tablet
33434,Cilacar OC Tablet
33435,Calchek-T 40 Tablet
33436,Celofos 1gm Injection
33437,Capnyl Tablet
33438,Casporan 50mg Injection
33439,Ceteze 10mg Tablet
33440,Cort 6mg Tablet
33441,Cepy O Plus Tablet
33442,CV Cef 325 Tablet
33443,Cado Suspension
33444,C-Ketocare Medicated Soap
33445,CTD-T 12.5/20 Tablet
33446,Cilamet XL 20/25 Tablet
33447,Centamol 250mg/5ml Suspension
33448,Cinaryl Tablet
33449,Cyptone L Syrup
33450,Cyptone L Syrup
33451,Cilotab 50mg Tablet
33452,Cilnep 10mg Tablet
33453,Cligel T Gel
33454,Clincure AP Gel
33455,Clobator 10mg Tablet
33456,Cinzine 25mg Tablet
33457,Celemix Infusion
33458,Corbis 10mg Tablet
33459,Chymosin Forte Tablet
33460,Chlorocol Plus Eye Drop
33461,Cheri M Syrup
33462,Coaltoz-KZ Shampoo
33463,Codimol 200mg Tablet
33464,Cadmet 25mg Tablet XR
33465,Cycloset TM 500mg/250mg Tablet
33466,Clozakin 0.25mg Tablet
33467,Clonotril P 12.5mg/0.5mg Tablet
33468,Cgfenac P 100mg/325mg Tablet
33469,Clot Plus 250mg Tablet
33470,Combizol T 300 mg/200 mg Tablet
33471,Clodrel Forte Tablet
33472,Comvac 4 HB Injection
33473,Capotril 12.5mg Tablet
33474,Citiz Tablet
33475,Clop 0.05% Cream
33476,CPZ 10mg Tablet
33477,Cobal G 300 mg/500 mcg Tablet
33478,Cinod-T 20 Tablet
33479,Clear 250mg Tablet
33480,Cisblok 10mg Injection
33481,Cefadur 250mg Tablet DT
33482,Conjugase Tablet
33483,Cita S 5 Tablet
33484,Chemlet 2.5mg Tablet
33485,Clozep 0.25mg Tablet
33486,Colistin 3Million IU Injection
33487,Cytolog 600 Tablet
33488,Cefutil 500mg Tablet
33489,Censpram 5 Tablet
33490,Cexil 500mg Tablet
33491,Cefotaxim 1000mg Injection
33492,Cozin Dx Syrup
33493,Cefolac-O 50mg/50mg Dry Syrup
33494,Cilnep-T Tablet
33495,Cap Tablet
33496,Cefor 1gm Injection
33497,C-Hop 300mg Tablet SR
33498,Chymoflex Tablet
33499,Coly Monas 3 Injection
33500,Cinkona 300mg Tablet
33501,Candid-V 200mg Tablet VT
33502,Canmab 440mg Injection
33503,Cabliz 0.25mg Tablet
33504,Clorega-S Lotion
33505,Crevast 40 Tablet
33506,Ciladuo 5 Tablet
33507,Calopride 1mg Tablet
33508,Colistin 4.5Million IU Injection
33509,Clopinox-A Capsule
33510,Cycoline Syrup
33511,Candirap Cream
33512,Clobkare -XL Cream
33513,Clodrel Plus Tablet
33514,Coldex Capsule
33515,Cachof 200mg Tablet
33516,Clindafin N Gel
33517,Cytoflu 500mg Tablet
33518,Cetanil 5mg Tablet
33519,Ciplar H 40 mg/25 mg Tablet
33520,Cadolac 10mg Tablet
33521,Cafirate Injection
33522,Cano 500mg Vaginal Pessary
33523,Calm Beta 10 mg Tablet
33524,Cepod 200mg Tablet
33525,Cadicitron 1.4gm/5ml Syrup
33526,Centamol Plus Suspension
33527,Candidac BN Cream
33528,Cilapam FN 0.5mg/10mg Tablet
33529,Carebet-S Lotion
33530,Ceftron 500mg Injection
33531,Czep H 12.5mg/5mg Tablet
33532,Chloromycetin 250mg Capsule
33533,Clopid AS 75mg/75mg Tablet
33534,Cefine CV 200mg/125mg Tablet
33535,C Cef 200mg Tablet
33536,Cocid-D Capsule
33537,Clostran 9gm Sachet
33538,Clocip Tablet VT
33539,Crocimax 1000SR Tablet
33540,Colette 0.25mg Tablet
33541,Ceberline-Ace Tablet
33542,Cilovin T 10mg/40mg Tablet
33543,Cognichem Tablet
33544,Cilanem 500 mg/500 mg Injection
33545,Cizorest 50 Tablet
33546,Cepodox CV 200mg/125mg Tablet
33547,Conawin 200 Capsule
33548,Cogmentin 10mg/10mg Tablet
33549,Cilny 5 Tablet
33550,Clin 300mg Capsule
33551,Cefodoxa CV 200mg/125mg Tablet
33552,Campicillin 250 Capsule
33553,Cefabid 200 CV Tablet
33554,Cyclopam 10mg Injection
33555,Chlozep Plus 10 mg/1 mg/2 mg Tablet
33556,Cardace AM 10 Tablet
33557,Cosvate Lotion
33558,Cold 3 Kit
33559,Clariwin Dry Syrup
33560,Carnosine 6mg Injection
33561,Ciprobid 10mg Injection
33562,Clovas 0.5mg Tablet
33563,Cyclon 2.5 mg/5 mg/10 mg Tablet
33564,Ceff 750mg Tablet ER
33565,Cisatra Injection
33566,Colihenz 2 Injection
33567,Cyprotone 500 mg/600 mg Syrup
33568,Clomine 75mg Tablet
33569,Concern F 20 mg/5 mg Tablet
33570,Cronivir Tablet
33571,Caditril 2.6mg Tablet
33572,C Dox 100mg Tablet DT
33573,Coliwin 5mg/2.5mg Tablet
33574,Cold Plus Syrup
33575,Cefaxone 0.5gm Injection
33576,Cardace 2.5 Tablet
33577,Clarimac 500mg Tablet
33578,Cabernorm 0.5mg Tablet
33579,Citrolite Syrup
33580,Cresp Onco 200mcg Injection
33581,C-Hop 200mg Soft Gelatin Capsule
33582,Cabisyl 500mg Capsule
33583,Cefaclass O 200mg/200mg Tablet
33584,Covil 5mg Tablet
33585,Cofstop-DX Syrup
33586,Ceftas 100mg/5ml Suspension
33587,Cremafit Laxative Mint
33588,Cilnikem CT 10mg/12.5mg Tablet
33589,Comtrix CV 200 mg/125 mg Tablet
33590,Colgin Tablet
33591,Cope 10mg Tablet MD
33592,Ceaze AC Tablet
33593,Ceedokid Plus Syrup
33594,Cid 20mg Capsule
33595,Cidazole 200mg Suspension
33596,Cilinext 10 Tablet
33597,Chymolek Tablet
33598,Chemotinib 400mg Tablet
33599,Cyclophil ME 50 Capsule
33600,Cefantral 1000mg Injection
33601,CZ Cold Tablet
33602,Cipropen Eye/Ear Drops
33603,Chupp D  Syrup
33604,Celerab DSR Capsule
33605,Cedrox 500mg Capsule
33606,Canazole VG 100mg Tablet VT
33607,Cresadex 20mg Tablet
33608,C-Pram S 20 Tablet
33609,Clintop 1% Cream
33610,Ceruminex Ear Drop
33611,Cefilab-O Tablet
33612,Cerebrocip 60mg Injection
33613,Clona 0.5mg Tablet
33614,Cycloxan 500mg Injection
33615,Cefobang 1.5gm Injection
33616,Cyproliv Syrup
33617,Cibiriv Tablet
33618,Cefitaxe CV 200mg/125mg Tablet
33619,Cortibet 0.5mg Tablet
33620,Cilotab 100mg Tablet
33621,C Dox 200mg Tablet
33622,Cognitive Tablet
33623,Cloben 15 Cream
33624,Cuffit Q Tablet
33625,Ceff 250mg Capsule
33626,Chlorocort Eye Ointment
33627,Crinomet Myo 500mg/600mg Tablet
33628,Clomic S Lotion
33629,Ciprogen 500mg Tablet
33630,Clopizen A 75 Tablet
33631,Cefotroy-SB Forte 1.5gm Injection
33632,Ciboz 550 Tablet
33633,Cartilamine 500mg Tablet
33634,Cadflo 20mg Capsule
33635,Cefglobe S Injection
33636,Clobital gm Cream
33637,Clodrel Tablet
33638,Citimac P 400 Tablet
33639,Ceflet 500mg Tablet
33640,Cognitam 500mg/5ml Syrup
33641,Cromol Eye Drop
33642,Clonasig Plus Tablet
33643,Coeamox 625 Tablet
33644,Ceemox 250mg/250mg Capsule
33645,C Flox TZ 500 mg/600 mg Tablet
33646,Clofresh Rapid Cream
33647,Coriminic P Tablet
33648,Carnival Tablet
33649,Cerejet Tablet
33650,Citrosis LM 5 mg/10 mg Tablet
33651,Cetfast L  5mg Tablet
33652,Cbesta Cream
33653,Cefadroxyl 500mg Tablet
33654,Clogis 0.25mg Tablet
33655,Cortirate S Ointment
33656,Cyclofen MR Tablet
33657,Clodrel Forte Capsule
33658,Cognitune 60mg/800mg/5mg Tablet
33659,CYNOCAL INJECTION
33660,Clobegen Cream
33661,C Biotic Ear Drop
33662,Candimale Cream
33663,Cofnil AM 30mg Syrup
33664,Calchek-L 5 Tablet
33665,Cefoprox 100mg Tablet DT
33666,Cilapress 5mg Tablet
33667,Clopigrel Tablet
33668,Chymomax Tablet
33669,Cefilab-AZ 250 Tablet
33670,Comcet-M 5mg/10mg Tablet
33671,Clavam 500mg/100mg Injection
33672,Cbd 250mg Tablet
33673,Coughrest Tablet
33674,C Plus 750mg Tablet
33675,Ciza 20mg Tablet
33676,Clob gm Cream
33677,Cliarway Nasal Drops
33678,Cipam Plus Tablet
33679,Channel -SR 120 Tablet
33680,Cyclovir 200mg Tablet
33681,Candipore 200 Capsule
33682,Cortel-CH 40/6.25 Tablet
33683,CLOCIP-B OINTMENT
33684,Ciplar-LA 80 Tablet
33685,Cilnized 5mg Tablet
33686,Candidox Spray
33687,Cognifast 60mg Injection
33688,Cefspan 100mg/5ml Syrup
33689,Corzi 500mg Tablet
33690,Cyclonox 50mg Soft Gelatin Capsule
33691,Clobex-GM Cream
33692,Cefydoc-O 200 DT Tablet
33693,Camdem 10mg Tablet
33694,Cilniblu 5mg Tablet
33695,Carbophage G 2 Forte Tablet PR
33696,Coversyl-AM 4/10 Tablet
33697,Clarie 500mg Tablet
33698,Checkacne Face Wash
33699,Coldnil 4mg Tablet
33700,CFM 200mg Tablet
33701,Clops PR 0.25mg/20mg Tablet
33702,Cortent Cream
33703,Citinerve Tablet
33704,Corbeta 10mg Tablet
33705,Cevitram 500mg Tablet
33706,Colep DS Syrup
33707,Calbrit 60K Tablet
33708,Cinpax 3mg/40mg Capsule
33709,Cofarin 5mg Tablet
33710,Cinod-T 20 Tablet
33711,Cegava 1000 mg/500 mg Injection
33712,Celogest 100mg Capsule
33713,Coldguard Tablet
33714,Cortison Optichlor Eye Ointment
33715,Clopin 25mg Tablet
33716,Cinod-N 10/5 Tablet
33717,Clinscar N Gel
33718,Cebest 200mg Tablet
33719,Cemax 200mg Tablet
33720,Cefo L 200mg Tablet DT
33721,Calaptin 240 SR Tablet
33722,Cligel A Gel
33723,Capcita 500mg Tablet
33724,Ciprobiotic Forte 500mg Tablet
33725,Calchek 2.5 Tablet
33726,Caberlee 0.5mg Tablet
33727,Ceez 50mg Capsule
33728,Coxito-S 10 Tablet
33729,Cresar LN 10mg/40mg Tablet
33730,Cefialfa 500 Tablet
33731,Clinmi Skin A Gel
33732,Chymtral Forte  Tablet
33733,Cefaprime 250 Tablet
33734,Codinol Plus Syrup
33735,Cletus 100mg Tablet
33736,Colinem Forte 2Million IU Injection
33737,Ciprokem 500mg Tablet
33738,Cardiolax  Granules Orange
33739,Clotas E 0.5mg/10mg Tablet
33740,Cinzine 75mg Tablet
33741,CZ Plus Tablet
33742,Camyfyl 25mg/300mg Tablet
33743,Cefpoglen 200mg Tablet
33744,Ceftilox 200mg Tablet DT
33745,C Pram S Plus 0.5 mg/10 mg Tablet
33746,Cartiquin 400mg Tablet
33747,Captiva 400mg Tablet
33748,Claventia 500mg Tablet
33749,Cefactin 250mg Tablet
33750,Cefentod 200mg Tablet
33751,Cyclotin 20mg Tablet
33752,Cefadrox 125mg Dry Syrup
33753,Cool Burn Cream
33754,Clinroz-BP 2.5% Gel
33755,Canrolfin Cream
33756,CO Symoxyl 500mg/125mg Tablet
33757,Corcont 2.6mg Tablet
33758,Cozin LC Syrup
33759,Citichol P 500mg/800mg Tablet
33760,C-Toin 100 Tablet
33761,Cefadur CA 500mg Tablet
33762,Ciclorox 1% Cream
33763,Colbet gm Cream
33764,Cidogrel 75mg Tablet
33765,Carzec 3.125 Tablet
33766,Carryl MSR 60mg/500mg Tablet
33767,Cabgon 0.5 Tablet
33768,Candirid Powder
33769,Ceretop 90mg Tablet
33770,Cnn 100 MR Tablet
33771,Chymogrand Tablet
33772,Cardimax SR Tablet
33773,Caspledge 70mg Injection
33774,Cytosar 100mg Injection
33775,Coldmine Drops
33776,Clindum 600mg Injection
33777,Cefinta 50mg Dry Syrup
33778,Coxaday-MR Tablet
33779,Comcort 40mg Injection
33780,Ceflox TZ 500mg/600mg Tablet
33781,CEFBLAST 500 MG TABLET
33782,Cardirose 20mg Tablet
33783,Cinaloc T 10mg/40mg Tablet
33784,Carnipil Tablet
33785,Chest Kold Tablet
33786,Cadilose Oral Solution Pineapple
33787,Cifomed-TZ Tablet
33788,Cabgon 0.25mg Tablet
33789,Ciplox 750 Tablet
33790,Ceftop 500mg Capsule
33791,Citinerve P Tablet
33792,Cado Suspension
33793,Cortilog 4mg Tablet
33794,Cloderm GM Cream
33795,Clodip Cream
33796,Clopram Tablet
33797,Ceftalin O 500mg Tablet
33798,Cilnikem 5 Tablet
33799,CTZ Plus Syrup
33800,Clodep 0.25mg Tablet MD
33801,Captomer 50mg Tablet
33802,Ceficlav 200mg Tablet DT
33803,Calmwin Plus 0.5mg/10mg Tablet
33804,Calcal Tablet
33805,Cilnipine 20 Tablet
33806,Chymaze Tablet
33807,Cipladine M Ointment
33808,Clonate 0.05% Cream
33809,Czson Cream
33810,Carbox 150 Tablet
33811,Cinzine Plus Tablet
33812,Canfree Kit
33813,Cabezon Tablet
33814,Curosurf 80mg Injection
33815,Clokeran 5mg Tablet
33816,CANDID-V 100 MG TABLET
33817,Cilapam 10 Tablet
33818,Carvit Plus 50mg/750mg/250mg Tablet
33819,Cosklot MF 500 mg/250 mg Tablet
33820,Criszir Syrup
33821,Caftyca-OZ LB Tablet
33822,Ciledge 20mg Tablet
33823,Cetlergy 10mg Tablet
33824,Cefodin CV 200 mg/125 mg Tablet
33825,Ciledge 5 Tablet
33826,Clarid 500mg Tablet
33827,Cratus Plus Tablet
33828,Cifoxin 500mg Capsule
33829,CNF Tablet
33830,Ciplox 100mg Tablet
33831,Cefil 500mg Capsule
33832,Cephaxin 500mg Capsule
33833,Clincin 600mg Injection
33834,Cognex Plus Syrup
33835,Clomach 100mg Tablet
33836,Cubicin 350mg Injection
33837,Celor Plus 0.5 mg/10 mg Tablet
33838,Clonit S Ointment
33839,Capcold-Plus AF Tablet
33840,Cefokem XP 500 mg/500 mg Injection
33841,Concitor 40 Tablet
33842,Coatz 500mg/5ml Suspension
33843,Combihale FF 500 Redicaps
33844,Cepodem XP DT 100 Tablet
33845,Carvistar CR 20mg Tablet
33846,Clobetol GM Cream
33847,Combipara Tablet
33848,Cloben Dusting Powder
33849,Cedopil 200mg Tablet
33850,Cefirax-AZ Tablet
33851,Clorap S Ointment
33852,C Tri 250mg Injection
33853,Cefabid 200 Tablet
33854,Czen Tablet
33855,Clofresh GM Neo Cream
33856,Cynocal-M Injection
33857,Codicon 4 mg/10 mg Syrup
33858,Cadress Ointment
33859,Contimax D 0.4mg/0.5mg Tablet MR
33860,Coolpix-DSR Capsule
33861,Clamist 0.5mg Syrup
33862,Clonext S Ointment
33863,Cytocort Eye Drop
33864,Comvac 5 Vaccine
33865,Cepofic 1.5gm Injection
33866,Ciflox 250mg Tablet
33867,Cetanil T 80 Tablet
33868,Cetramac 10mg Tablet
33869,C Tax-O 25mg Oral Drops
33870,Clopivas 300mg Tablet
33871,Clodict 100mcg Tablet
33872,Clozep 2mg Tablet
33873,Cepodem DT 50mg Tablet
33874,Ciprogyl NF Tablet
33875,Cuflift Plus Syrup
33876,Celavi M 10/25 Tablet PR
33877,Cgpan 40mg Tablet
33878,Cartisafe 500mg Tablet
33879,Cefx O LB 200mg Tablet
33880,Carryl M 60 Forte Tablet
33881,Cefodox 100mg Tablet
33882,Cortiflam D Tablet
33883,Clonotril P 12.5mg/0.25mg Tablet
33884,Colatage M Particles
33885,Clarigard  250mg Dry Syrup
33886,Ceact 800mg Tablet
33887,Clenol LB 3D 100mg/200mg Tablet VT
33888,Ciplox OD  500mg Tablet
33889,Cetrizen M 5mg/10mg Tablet
33890,Culite Cream
33891,Cefedge-C Injection
33892,Cartiflex 100 mg/50 mg Tablet
33893,Clamchek 625 Tablet
33894,Candituf 200 Capsule
33895,Calvista D3 Soft Gelatin Capsule
33896,Cardinol 50mg Tablet
33897,Choliv Drop
33898,Celtranz 500mg Injection
33899,Cefdoxime-O 200mg/200mg Tablet
33900,Clobator 5mg Tablet
33901,Clarie 500mg Tablet XR
33902,Cezen 10mg Tablet
33903,Cilvas 10mg Tablet
33904,Clinmiface A Gel
33905,Cefabid-CV Dry Syrup
33906,Claglid M Tablet
33907,Ceticad Plus Tablet
33908,C Tax 1gm Injection
33909,Cinfax Drop
33910,Clamin 300mg Injection
33911,Clonorest 0.25mg Tablet
33912,Cilix T 10mg/40mg Tablet
33913,Clora 25mg Tablet
33914,Corflam Plus  Syrup
33915,Clonax MD 0.25mg Tablet
33916,Chloroquin 40mg Injection
33917,Cefodox 50mg Oral Suspension
33918,Ceroxitum 250mg Tablet
33919,Covax 200mg Tablet
33920,Candyzole 1% Cream
33921,C-Ketocare Lotion
33922,Citawok 10 Tablet
33923,Citapure Forte Tablet
33924,Capagin Tablet
33925,Cortisone BM Cream
33926,Closalve Cream
33927,Carca CR 40 Tablet
33928,Ciploric 300 Tablet
33929,Cilacar O 40 Tablet
33930,Cyclotas 20mg/500mg Tablet
33931,Cilacar O 40 Tablet
33932,Clomin 20 mg/500 mg Drop
33933,Cavmox 500 mg/125 mg Tablet
33934,Clarithro 500mg Tablet XR
33935,Celfast Tablet MR
33936,Cuzoyl 2.5% Gel
33937,Cetapin P 15 mg/500 mg Tablet
33938,CILAXTER 500 MG/500 MG INJECTION
33939,Cytoflu 500mg Tablet
33940,Cutizone Lotion
33941,Clavamox 500mg/125mg Tablet
33942,C Drops Eye Drop
33943,Clotrim V Cream
33944,Clop Lotion
33945,Cofvyn Tablet
33946,Cefking 500mg Tablet
33947,Coldfresh P DS Oral Suspension
33948,Cordef 6mg Tablet
33949,C Trika 0.5mg Tablet
33950,Cetcip 10mg Capsule
33951,Coscodin Syrup
33952,Combantrin A 400mg Tablet
33953,Cobeta MF Cream
33954,Clonac SP 100mg/325mg/10mg Tablet
33955,Cnpaxet 12.5mg Tablet
33956,Capex Drop
33957,Cedon 50mg Dry Syrup
33958,Clarimin 250mg Tablet
33959,Citinol 500mg Tablet
33960,Cinirone 25mg Tablet
33961,Cita 10mg Tablet
33962,Cozy-Kid Oral Liquid
33963,Cheridryl Syrup
33964,Cefix Syrup
33965,Candizole 1% Cream
33966,Crixan 500mg Injection
33967,Calanim Plus Lotion
33968,Cortimax-XL Suspension
33969,Cog 3 Tablet
33970,Cilnipres 10mg Tablet
33971,Claribid 125mg Granules
33972,Ciduric Tablet
33973,CC Cure Tablet
33974,Cognitam 800mg Tablet
33975,Cetil 750mg Injection
33976,Cita S Forte 0.5mg/10mg Tablet
33977,Corinite 2mg/500mg/60mg Tablet
33978,Clozet Plus Tablet
33979,Cymgal Tablet
33980,Coriminic QR Syrup
33981,C Tri T 250mg Tablet
33982,Colicspam 20 mg/500 mg Tablet
33983,Camforte 0.25mg Tablet
33984,Clofresh S Cream
33985,Cholergol Tablet
33986,Calvin 500mg/125mg Tablet
33987,CZ-DSR 30mg/40mg Capsule
33988,Cifroxime 500mg Tablet
33989,Clizo Soap
33990,Cholinecad Plus 800 Tablet
33991,Crevast EZ Tablet
33992,Cifex-LB Tablet DT
33993,Cildip 20 Tablet
33994,Cantil TV Suspension
33995,Colik Tablet
33996,Cromogat Forte Eye Drop
33997,Clopijack 75mg Tablet
33998,Combipara-SP Tablet
33999,Cifran OD 1gm Tablet ER
34000,Chlormycetin Ear Drop
34001,Chericof Capsule
34002,Cyclones-P Tablet
34003,Ceftus 200mg Tablet
34004,Cetron Tablet
34005,Ceroprot 90mg Tablet
34006,Casjol 50 Injection
34007,Colpep Suspension
34008,Clopin 0.5mg Tablet
34009,Ciboz 200 Tablet
34010,Cilobid 50mg Tablet
34011,Cefopen CV 200mg/125mg Tablet
34012,Clindot Gel
34013,Cortisol Cream
34014,Cefivot AZ Kid Tablet
34015,Coxet 90mg Tablet
34016,Celexin 500mg Capsule
34017,Cifi XL D Tablet
34018,Celon 25mg Injection
34019,Colikem Drop
34020,Clinmi Skin Lotion
34021,Coniderm Cream
34022,Catapres 150mcg Tablet
34023,Cardace AM 2.5 Tablet
34024,Cidogrel-A Tablet
34025,Cilory 10 Tablet
34026,Clarineon 500mg Injection
34027,CARTIPIL 750MG/50MG/250MG TABLET
34028,Cardiozen 10mg Tablet
34029,Cilentra Plus 5 Tablet
34030,Clotawin-T Injection
34031,Cognicent Tablet
34032,Ceze Forte  Tablet
34033,Clinidip 5mg Tablet
34034,Cyonase-XT Tablet
34035,Clopan 40mg Tablet
34036,Ciploxine 500mg Tablet
34037,Cefi 50mg Dry Syrup
34038,Ceprozone S 500mg/500mg Injection
34039,Canitross Dusting Powder
34040,Chloramphenicol 1% Eye Ointment
34041,Carnikid Syrup
34042,Casogyn 50mg Injection
34043,Clopex-G Cream
34044,Cuflift Tablet
34045,Chlorosun-H Eye Ointment
34046,Cetriace 10mg Tablet
34047,Cogof A Syrup
34048,Cosklot MF 500 mg/250 mg Tablet
34049,Clymist Eye Drop
34050,Clymist Eye Drop
34051,Colitab  Tablet
34052,Clox 2mg Tablet MD
34053,Cody Syrup
34054,C2Win 1mg Tablet
34055,C ZID  INJECTION 1 GM
34056,Clopcare A 150mg/75mg Tablet
34057,Cladrim 10mg Injection
34058,Congestyl Tablet
34059,Cefudif CV 250 mg/125 mg Tablet
34060,Cefi XL 100 Tablet
34061,Cefobang 1gm Injection
34062,Caspercid 50mg Injection
34063,Clarger 500mg Injection
34064,Canzorb Dusting Powder
34065,Conciphos Tablet
34066,Caboprost 125mcg Injection
34067,Cealb 20% Infusion
34068,Capecitaper 500mg Tablet
34069,Cacef CV Dry Syrup
34070,Cyclofen 100mg Tablet
34071,Combither AT 60mg Injection
34072,Cambisalic Lotion
34073,Carvil 12.5 Tablet
34074,Ceriz 5mg Syrup
34075,Clobital Cream
34076,Cefim 200mg Tablet
34077,Carbatol 200 Tablet
34078,Colace Plus Syrup
34079,Cilnipres T 10mg/40mg Tablet
