,name,
18652,Aloxin O Oral Suspension,
18653,Aimez 20mg Capsule,
18654,Astacillin 4000mg/500mg Injection,
18655,Actizid 750mg Tablet,
18656,Avnac Plus Oral Drops,
18657,Abra-IT Capsule,
18658,Algor 200mg Tablet,
18659,Anflox 400mg Tablet,
18660,Arilam 5mg Tablet,
18661,Alerstin Syrup,
18662,Actizid 750mg Tablet,
18663,Allsera-D Tablet,
18664,Amzi 100mg Oral Suspension,
18665,Avudol 100mg Injection,
18666,Aclonec GT 100mg/4mg Tablet,
18667,Anzifen TC 100mg/4mg Tablet,
18668,Abra-IT Capsule,
18669,Aimubact 2% Cream,
18670,Azidru 200mg Oral Drops,
18671,Avnac Plus Oral Drops,
18672,Ariben Plus Oral Suspension,
18673,Agmamed-Clav Forte Dry Syrup,
18674,Agilevo 750mg Tablet,
18675,Audicef 50mg Dry Syrup,
18676,Arifix-OZ Dry Syrup,
18677,Aripod 100mg Tablet DT,
18678,Averflam SP 50mg/325mg/10mg Tablet,
18679,Anazone 1000mg/500mg Injection,
18680,Alvomer 500mg Injection,
18681,Atyad APS 100mg/325mg/15mg Tablet,
18682,Alpenam 500mg Injection,
18683,Alzed 250mg Injection,
18684,Amlogaur AT 5mg/50mg Tablet,
18685,Astypod CV Dry Syrup,
18686,Axcef SB 750 Injection,
18687,Azigad 250mg Tablet,
18688,Acevno Plus Oral Suspension,
18689,Avuset PG 200mg/75mg Tablet,
18690,Astomet G 1mg/500mg Tablet,
18691,Atorzip 20mg Tablet,
18692,Avrax-L Syrup,
18693,Azitive 250mg Tablet,
18694,Aurox Kid 50mg Tablet,
18695,AUGZIN 15MG/20MG TABLET,
18696,Acerich MR Tablet,
18697,Alicin 100mg Tablet,
18698,Atorin EZ 10mg/10mg Tablet,
18699,Ampilon 250 Capsule,
18700,Azipeg 250mg Tablet,
18701,Adelivo 500mg Tablet,
18702,Azi Q 100mg Tablet,
18703,Almocef CV 100mg/62.5mg Tablet,
18704,Asulose 3.35gm Syrup,
18705,Apiron Oral Drops,
18706,Autotron-G 300mg/500mcg Capsule,
18707,Arcetam Syrup,
18708,Acrollin 100mg Tablet,
18709,Acloheal 200mg Tablet,
18710,Alpaoxy 50mg Injection,
18711,Althor 150mg Injection,
18712,Acuther 150mg Injection,
18713,Afta 1000mg Injection,
18714,Alenzer-MR Tablet,
18715,Abonim P 100mg/325mg Tablet,
18716,Atopin H 5mg/12.5mg Tablet,
18717,Amexel 250mg Injection,
18718,Abokof AM Syrup,
18719,Amoxobic DS Dry Syrup,
18720,Axonic 500mg Capsule,
18721,Alogab‐M 75 Capsule,
18722,Alvitel H 40mg/12.5mg Tablet,
18723,Alvofast-SP Tablet,
18724,Avupine T 4000mg/500mg Injection,
18725,AMLOMAN 5MG TABLET,
18726,Apcon S 100mg/325mg/10mg Tablet,
18727,Alvofast AQ Injection,
18728,Atyad Forte 100mg/8mg Tablet,
18729,Ameto G 3mg/500mg Tablet,
18730,Abonim P 100mg/325mg Tablet,
18731,Astomet G 1mg/500mg Tablet,
18732,Alcyp Oral Drops,
18733,Atroc 100mg Capsule,
18734,Arthodia G 50mg/750mg Tablet,
18735,AGRETAX 500MG TABLET,
18736,Azythr 100mg Oral Suspension,
18737,Amoxobic DS Dry Syrup,
18738,Aclog-CX Tablet,
18739,Atopin H 5mg/12.5mg Tablet,
18740,Azimo 500mg Tablet,
18741,Aksimax 500 mg/125 mg Tablet,
18742,Acloheal 200mg Tablet,
18743,Alpaoxy 50mg Injection,
18744,Apiron Oral Drops,
18745,Acuther 150mg Injection,
18746,Asulose 3.35gm Syrup,
18747,Acflox M Suspension,
18748,Acinix RD 30mg/20mg Capsule SR,
18749,Aniflozid Infusion,
18750,Aminomeg 100mg Injection,
18751,Azirip 500mg Tablet,
18752,Azlife 200 Oral Suspension,
18753,Amitoss 100mg Injection,
18754,Azicim 250mg Tablet,
18755,Azibres 500mg Tablet,
18756,Amitar 500mg Injection,
18757,Azikil 500mg Tablet,
18758,Amidox 250mg Injection,
18759,Amicox 500mg Injection,
18760,Althor 150mg Injection,
18761,Acoflox OZ 200 mg/500 mg Tablet,
18762,Autotron-G 300mg/500mcg Capsule,
18763,Arcetam Syrup,
18764,Amlonik 5mg Tablet,
18765,Asvin 100mg Injection,
18766,Acrollin 100mg Tablet,
18767,Atimont LC Syrup,
18768,Alcoryl Tablet,
18769,Aceparavin MR 100mg/325mg/250mg Tablet,
18770,Acevas 10 Tablet,
18771,Alkort 40mg Injection,
18772,Aurich 200mg Capsule,
18773,Ablip AT 5mg/50mg Tablet,
18774,Akupar MR 100mg/325mg/250mg Tablet,
18775,Adenim Plus 100mg/500mg Tablet,
18776,Alprahil 0.5mg Tablet,
18777,Azisia 100mg Oral Suspension,
18778,A Rex Drop,
18779,A C Ford Kid 200mg Tablet,
18780,Azisia 100mg Oral Suspension,
18781,Asicet 5mg Oral Suspension,
18782,Azilox Kid 100mg Tablet,
18783,A Rex Drop,
18784,Afzone 250mg Injection,
18785,Amsera DP Tablet,
18786,Azitar 500mg Tablet,
18787,Alzim-TZ Injection,
18788,Aceclowell P Oral Suspension,
18789,Adglim MP LS 2mg/500mg/7.5mg Tablet,
18790,Allreb L 75mg/20mg Capsule SR,
18791,Aconase SP 100mg/325mg/15mg Tablet,
18792,Alprorex 0.5mg Tablet,
18793,Accazi Oral Suspension,
18794,Amortin-DX Capsule,
18795,Astipod 100mg Dry Syrup,
18796,Astipenem 1000mg Injection,
18797,Aceplee-P Oral Suspension,
18798,Adomic D 10mg/250mg Tablet,
18799,Alyzone 1000mg/500mg Injection,
18800,Ancef SB 250 mg/125 mg Injection,
18801,Achenox P 8mg/500mg Tablet,
18802,Airvoiz-M Syrup,
18803,Afix OZ 200mg/500mg Tablet,
18804,Astyclo SP 100mg/325mg/15mg Tablet,
18805,Abipime T 250mg/31.25mg Injection,
18806,Acegrand MR 100mg/325mg/250mg Tablet,
18807,Amotex 125mg Tablet DT,
18808,Abrizol L 75mg/20mg Capsule,
18809,Alifix 50mg Dry Syrup,
18810,Asicet 5mg Oral Suspension,
18811,Azisia 100mg Oral Suspension,
18812,Abrizol L 75mg/20mg Capsule,
18813,Arozim 250mg Tablet,
18814,Ablaze 400mg Tablet,
18815,Atcef TZ 250mg/31.25mg Injection,
18816,Avitrax S 1000 mg/500 mg Injection,
18817,Axonum 500mg/500mg Injection,
18818,Airvoiz-M Syrup,
18819,Aceplee-P Oral Suspension,
18820,Avipod Syrup,
18821,Afix OZ 200mg/500mg Tablet,
18822,Avopod CV Dry Syrup,
18823,Astyclo SP 100mg/325mg/15mg Tablet,
18824,Alifix 50mg Dry Syrup,
18825,Andeck 25mg Injection,
18826,Aurozid 1000mg Injection,
18827,Alefox-OZ 250mg/500mg Tablet,
18828,Amopenem 250 Injection,
18829,Ampod 100mg Tablet,
18830,Arixime 500mg Tablet,
18831,Artedine 60 Injection,
18832,Amalgard L 75mg/20mg Capsule SR,
18833,Aconflu 200mg Tablet,
18834,Amicross 100mg Injection,
18835,Asracort 6mg Tablet,
18836,Adec 25mg Injection,
18837,Atemarc AM 5 mg/50 mg Tablet,
18838,Ameek 500mg Injection,
18839,Acetus-S Tablet,
18840,Artizit Injection,
18841,Azimcin 200mg Oral Suspension,
18842,Ariof OZ Syrup,
18843,Asp S Tablet,
18844,Augbest CV 500mg/125mg Tablet,
18845,Azivern 500mg Tablet,
18846,Aldicof DX Syrup,
18847,Artson 80mg/480mg Tablet,
18848,Ariminic Syrup,
18849,Astodine 120mg Tablet,
18850,AMLOKAN-AT 5MG/50MG TABLET,
18851,Allitose 200mg Tablet SR,
18852,Azifer 250mg Tablet,
18853,Atotab 10 Tablet,
18854,Artezen AB 150mg Injection,
18855,Afalsi 50mg Tablet,
18856,Avcort Injection,
18857,Apicord 20mg Tablet,
18858,Axalur 100 Tablet,
18859,Acetec MR 100mg/325mg/250mg Tablet,
18860,Asvlac 300mg Tablet,
18861,Alpakast LE 5mg/10mg Tablet,
18862,Acetus-S Tablet,
18863,Aciclaz-P Oral Suspension,
18864,Atemarc AM 5 mg/50 mg Tablet,
18865,Avolip 20mg Tablet,
18866,Actilop 25mg Tablet,
18867,Aoxin 200mg Tablet,
18868,Acef TH 100mg/4mg Tablet,
18869,Assiflox OZ 200mg/500mg Tablet,
18870,Atcef TZ 250mg/31.25mg Injection,
18871,Axonum 500mg/500mg Injection,
18872,Avitrax S 1000 mg/500 mg Injection,
18873,Andeck 25mg Injection,
18874,Avokold DS Syrup,
18875,Azirop-LB Tablet,
18876,Adec 25mg Injection,
18877,Amizom 500mg Injection,
18878,Amimax 100mg Injection,
18879,Apicord 20mg Tablet,
18880,Albeworm-Plus Oral Suspension,
18881,Artazin 25mg Tablet,
18882,Avostar 250mg Tablet,
18883,AD Speed 50mg/325mg/10mg Tablet,
18884,Avgesic PG 200mg/75mg Tablet,
18885,Asvnox 4mg/325mg Tablet,
18886,Asterpan D 30mg/40mg Capsule SR,
18887,Acipanz 40mg Tablet,
18888,Assiflox OZ 200mg/500mg Tablet,
18889,Armic-LF 80mg/480mg Tablet,
18890,Acondec S 50mg/10mg Tablet,
18891,Ana P Suspension,
18892,Amister 250mg Injection,
18893,Aisomepra 40mg Injection,
18894,Acef TH 100mg/4mg Tablet,
18895,Azibert 100mg Oral Suspension,
18896,Amicross 100mg Injection,
18897,Aoxin 200mg Tablet,
18898,Albins 400mg Tablet,
18899,Asracort 6mg Tablet,
18900,Avidonzen Forte 10mg Tablet,
18901,Airkast-L Kid 2.5mg/4mg Tablet,
18902,Amdonex 2.5mg Tablet,
18903,Ace 125mg Syrup,
18904,Amlob AT 5mg/50mg Tablet,
18905,Aiformin 500mg Tablet,
18906,Aceva P 100mg/500mg Tablet,
18907,Asvnox 8 Tablet,
18908,Amodic 250mg/250mg Capsule,
18909,Aptan HZ 40mg/12.5mg Tablet,
18910,Aziwis 100mg Tablet DT,
18911,Artley 75mg Injection,
18912,Acdac-TC Tablet,
18913,Afdimoxin 250mg Capsule,
18914,Alup 100mg Tablet,
18915,Ameo 100mg Tablet,
18916,Amity-C 12.5mg/5 mg Tablet,
18917,Astel 20mg Tablet,
18918,Armadol 50mg Tablet,
18919,Afitax 1000mg Injection,
18920,Axicef 1500mg Injection,
18921,Avcili 5mg Tablet,
18922,Apicobal G 300mg/500mcg Tablet,
18923,Asna 50mg Injection,
18924,Amlokath A 5 mg/50 mg Tablet,
18925,Antizide 1000mg Tablet,
18926,Amomol-P Tablet,
18927,Allceft-SB 375 Injection,
18928,Astimox D 250mg/250mg Capsule,
18929,Amodox CV 200mg/125mg Tablet,
18930,Avigest 200 Soft Gelatin Capsule,
18931,Axedura 750 Injection,
18932,Arcomet 120mg Tablet,
18933,Azys 500mg Tablet,
18934,Alprater 1mg Tablet,
18935,Aktimer 1000mg Injection,
18936,Anriz M Syrup,
18937,Aropan 250mg Injection,
18938,Arkacetam 400mg Tablet,
18939,Auxidol TH 100mg/8mg Tablet,
18940,Avifenac-MR Tablet,
18941,Arifix LB 200mg Tablet,
18942,Asofix Dry Syrup,
18943,Axipod 50mg Tablet,
18944,Arutop 40mg Tablet,
18945,Aedipod 200 Tablet DT,
18946,Axi OZ 200mg/500mg Tablet,
18947,Acesol 200 SR Tablet,
18948,Anze 500 Tablet,
18949,Amzid 2000mg Injection,
18950,Azpik 250mg Tablet,
18951,Abezin Oral Suspension,
18952,Aleev OZ Tablet,
18953,Allpam 25mg Injection,
18954,Addox 100mg Dry Syrup,
18955,Aecef 2000mg Injection,
18956,Aeoncef 250mg Injection,
18957,Axitam 100mg Syrup,
18958,Alferd I 6mg/400mg Tablet,
18959,Atzopit 4000mg/500mg Injection,
18960,Antoz D 10mg/40mg Tablet,
18961,Atorcia CP 10mg Tablet,
18962,Arbisaar H Tablet,
18963,Ambrokam T Suspension,
18964,Aurozole 100 Capsule,
18965,Aceplee-PTH Tablet,
18966,Aceact 150mg Injection,
18967,Amendo Suspension,
18968,Aceria 100mg Capsule,
18969,Asys TH 100mg/4mg Tablet,
18970,Artkos 60 Injection,
18971,Aediof-OR Tablet,
18972,Acmas-P Syrup,
18973,Acedor SP 100mg/325mg/15mg Tablet,
18974,Avrax A Syrup,
18975,Antinag 100 Injection,
18976,Axflo-O 200mg/500mg Tablet,
18977,Aridac 25mg Injection,
18978,Anlevo 10mg Tablet,
18979,Acevak MR 100mg/325mg/250mg Tablet,
18980,Ampicon 400 Tablet,
18981,Adlepan-DSR Capsule,
18982,Acucob Injection,
18983,Azisam 250 Tablet,
18984,Allerhin 5mg/5ml Syrup,
18985,Axacef 125mg Dry Syrup,
18986,Anzole D 10mg/20mg Capsule,
18987,Alwolin 50mg Injection,
18988,Anmik 100mg Injection,
18989,Azita 250mg Suspension,
18990,Alewor 400 Tablet,
18991,Amlozip 5mg Tablet,
18992,Arazap 600mg Tablet,
18993,Ampizol 20mg Capsule,
18994,Anamid 25mg Injection,
18995,Amimac 500mg Injection,
18996,Amartee 60mg Injection,
18997,Auricin 250mg Tablet,
18998,Abeo CV 500mg/125mg Tablet,
18999,Alozest Syrup,
19000,A Kort 40mg Injection,
19001,Arazole 40mg Injection,
19002,Aceliv D 100mg/50mg Tablet,
19003,Adispore 250 Capsule,
19004,Algnil CF Syrup,
19005,Azigrand 250mg Tablet,
19006,Abomol MR 100mg/325mg/250mg Tablet,
19007,Aceton P Oral Suspension,
19008,Activid O 200mg/500mg Tablet,
19009,Amilus 250mg/250mg Capsule,
19010,Apodrot 80mg/250mg Tablet,
19011,Aralfate Suspension,
19012,Acosta 200mg Capsule,
19013,Algicure Tablet,
19014,Asrohep Syrup,
19015,Amov 100mg/200mg Injection,
19016,Alfoxa OZ 200mg/500mg Tablet,
19017,Axanthine 300mg Tablet,
19018,Azipom 250mg Tablet,
19019,Adedrosel 250mg Tablet DT,
19020,Auxgo LB 500mg/125mg Tablet,
19021,Afone 50 Injection,
19022,Arkamox 500mg Capsule,
19023,Alfoxa OZ 200mg/500mg Tablet,
19024,Axanthine 300mg Tablet,
19025,Azipom 250mg Tablet,
19026,Anticlave 500mg/125mg Tablet,
19027,Azicious 250 Tablet,
19028,Aldizole 200mg Suspension,
19029,Aviclo 200mg Tablet SR,
19030,Acipump DSR 30 mg/20 mg Tablet SR,
19031,Azzotek 250mg Tablet,
19032,Amoit CV 1000mg/200mg Injection,
19033,Adedrosel 250mg Tablet DT,
19034,Acelyde 100mg/325mg Tablet,
19035,Azikrypt LB 250mg Tablet,
19036,Azitrac 100mg Tablet DT,
19037,AY 250mg Tablet,
19038,Airway BGS Syrup,
19039,Alquin 250mg Tablet,
19040,Astodefza 6mg Tablet,
19041,Allydine Tablet,
19042,Acelist PR 100mg/325mg/10mg Tablet,
19043,Auglife-CV Duo Oral Suspension,
19044,Actee 150mg/2ml Injection,
19045,Aceclokas 200mg Tablet SR,
19046,Aclance-P Oral Suspension,
19047,Aeronac 200mg Tablet SR,
19048,Amoline 250 DT Tablet,
19049,Askalide 50mg Oral Suspension,
19050,A Tios P 400mg/325mg Tablet,
19051,Azintra Suspension,
19052,Abi-CV-Kid Tablet DT,
19053,Amzol 0.25mg Tablet,
19054,Amcetam 400mg Capsule,
19055,Ancip 250mg Tablet,
19056,Anatra 325 mg/37.5 mg Tablet,
19057,Amaxime 100mg/5ml Syrup,
19058,Atfi 100mg Tablet,
19059,Alpram 0.5mg Tablet,
19060,AIM 200mg Tablet,
19061,Alzot 0.5mg Tablet SR,
19062,Atpartc 50mg Tablet,
19063,Andep 100mg/2mg Tablet,
19064,Amdec 50mg Injection,
19065,Amlotion AT 5mg/50mg Tablet,
19066,Arkacetam 800mg Tablet,
19067,Almix 200mg Suspension,
19068,Azxure 1gm Injection,
19069,Aldep 0.25mg Tablet,
19070,Augpod 100 mg/62.5 mg Tablet,
19071,Alothium 400mg Tablet SR,
19072,Anlinez 100mg Dry Syrup,
19073,Acekyor-T 100mg/4mg Tablet,
19074,Amihist 16 Tablet,
19075,Alefen Injection,
19076,Auzilept 150mg Tablet,
19077,Anaxone TZ 1000mg/125mg Injection,
19078,Artebact 2000mg/1000mg Injection,
19079,Abit 250mg Injection,
19080,Axi L Tablet,
19081,Adicef O 200mg Tablet,
19082,Avsolone 4mg Tablet,
19083,Azicret 500mg Tablet,
19084,Abepace 650mg Syrup,
19085,Axiflu 150mg Tablet,
19086,Azikab 250mg Tablet,
19087,Aceleaf SP 100mg/325mg/15mg Tablet,
19088,Aldust L 5mg Tablet,
19089,Arigest 100mg Capsule,
19090,Airkast-L 5mg/10mg Tablet,
19091,Affopride 2-M Tablet,
19092,Acobid-P 100mg/325mg Tablet,
19093,Artekos-L Tablet,
19094,Anncy 125mg Syrup,
19095,Aclorax 150mg Injection,
19096,Aequizole 200mg Tablet,
19097,Altburn 200mg Oral Solution,
19098,Avgra 50mg Tablet,
19099,Aloxy 10 Tablet,
19100,Afdiflam D Tablet,
19101,Acen-P 100mg/500mg Tablet,
19102,Azitl 250 Tablet,
19103,Alprorex 0.25mg Tablet,
19104,Anzalevo 500 Tablet,
19105,Actspas P 20mg/325mg Tablet,
19106,Astel 40mg Tablet,
19107,Alvivia Tablet,
19108,Amocon 200mg Tablet,
19109,Amith 500mg Tablet,
19110,Acekyor-T 100mg/8mg Tablet,
19111,Alvaxia-M Syrup,
19112,Apkef 125mg Tablet DT,
19113,Azilike 100mg Tablet,
19114,Axtel AM 40mg/5mg Tablet,
19115,Anucef 250mg Tablet,
19116,Azitrust 500mg Tablet,
19117,Anlinez 100mg Dry Syrup,
19118,Avsolone 4mg Tablet,
19119,Alefen Injection,
19120,Abepace 650mg Syrup,
19121,Anncy 125mg Syrup,
19122,Aceleaf SP 100mg/325mg/15mg Tablet,
19123,Azikab 250mg Tablet,
19124,Azicret 500mg Tablet,
19125,Akucort 6mg Tablet,
19126,Azisco 500mg Tablet,
19127,Azert 250mg Tablet,
19128,Aptin M 500mg/20mg Tablet SR,
19129,Arezole 400mg Tablet,
19130,Acilex SP 100mg/325mg/15mg Tablet,
19131,Amvis-AT Tablet,
19132,Among 6 IV 40mg Injection,
19133,Amlonite 2.5mg Tablet,
19134,Aromide Plus 100mg/325mg Tablet,
19135,Arppi 40mg Tablet,
19136,Azikast L Syrup,
19137,Amoxitica CV 500mg/125mg Tablet,
19138,Avelcit 500mg Tablet,
19139,Artemotial 150mg Injection,
19140,Alefen Injection,
19141,Amnop AT 5mg/50mg Tablet,
19142,Aptrovas 10mg Tablet,
19143,Amlovib 5mg Tablet,
19144,Avitraz 200 Capsule,
19145,Amsipan Injection,
19146,Akucof-LS Syrup,
19147,Aaron 100mg Injection,
19148,Avelcit 500mg Tablet,
19149,Apikast FM 10mg/120mg Tablet,
19150,Acilex SP 100mg/325mg/15mg Tablet,
19151,Amvis-AT Tablet,
19152,Among 6 IV 40mg Injection,
19153,Avistal 10mg Tablet,
19154,Abiof-OZ Oral Suspension,
19155,Aclovin 200mg Tablet SR,
19156,Azert 250mg Tablet,
19157,Afilonac MR 100mg/325mg/250mg Tablet,
19158,Azisco 500mg Tablet,
19159,Azitsa 200mg/5ml Suspension,
19160,Abm 100mg Injection,
19161,Abiof 200mg Tablet,
19162,Ampise C 250mg/250mg Capsule,
19163,Amoxmed DS Syrup,
19164,Augliff 625 Tablet,
19165,Abipress HT 40mg/12.5mg Tablet,
19166,Akucort 6mg Tablet,
19167,Aziast 250mg Tablet,
19168,Apinar 10mg Tablet,
19169,Albidom L 75mg/40mg Capsule SR,
19170,Acerav-SP Tablet,
19171,Acdok CV Duo Oral Suspension,
19172,Amexosyn 375 Tablet,
19173,Aloxy 10 Tablet,
19174,Alprorex 0.25mg Tablet,
19175,Amocon 200mg Tablet,
19176,Amofix AZ 200mg/250mg Tablet,
19177,Astel 40mg Tablet,
19178,Amdorich-A 10 Tablet,
19179,Acq XL 100mg/50mg Tablet,
19180,Aelxim-OZ Dry Syrup,
19181,Aelxim-AZ Dry Syrup,
19182,Adicef O 200mg Tablet,
19183,Auzilept 150mg Tablet,
19184,Anaxone TZ 1000mg/125mg Injection,
19185,Augcef 1000mg/500mg Injection,
19186,Aziyut-CF 200mg/250mg Tablet,
19187,Acekyor-T 100mg/4mg Tablet,
19188,Abit 250mg Injection,
19189,Axi L Tablet,
19190,Axitrix 500mg Injection,
19191,Augpod 100 mg/62.5 mg Tablet,
19192,Anon 1000mg Injection,
19193,Artebact 2000mg/1000mg Injection,
19194,Amihist 16 Tablet,
19195,Azivil 250 Tablet,
19196,Atotab 40 Tablet,
19197,Arox A 150mg/30mg Tablet,
19198,Akcip 250mg Tablet,
19199,Ambrospas 5mg/125mg Oral Suspension,
19200,Acecdoz 200mg Tablet SR,
19201,Amoxytop CV 200mg/28.5mg Suspension,
19202,Aarkast-LC Tablet,
19203,Astenac MR 250mg/50mg/325mg Tablet,
19204,Ambrospas 5mg/125mg Oral Suspension,
19205,Anglotaz 4.5gm Injection,
19206,Asvpred 16 Tablet,
19207,Azynex 500mg Tablet,
19208,Abogest 250mg Injection,
19209,Auromox 250mg Capsule,
19210,Achtaz 4000mg/500mg Injection,
19211,Amlovoiz AT 5mg/50mg Tablet,
19212,Afymox-CL Tablet,
19213,Auzilept 300mg Tablet,
19214,Aplaz D 0.5mg Tablet,
19215,Acik 100mg Tablet,
19216,Anorex 750mg Injection,
19217,Axim 100mg Tablet,
19218,Aequimentin Oral Suspension,
19219,Acezon T 37.5mg/325mg Tablet,
19220,Avnac Oral Drops,
19221,Alzom 0.5mg Tablet,
19222,Asoprol 25mg Tablet,
19223,Acizole 400mg Tablet,
19224,Aznor TZ 400mg/600mg Tablet,
19225,Asiflox 50mg Oral Suspension,
19226,Away-P 100mg/500mg Tablet,
19227,Amoxon 250mg Capsule,
19228,Aldetel 20mg Tablet,
19229,Amexosyn Duo Dry Syrup,
19230,Aequimentin Oral Suspension,
19231,Amifem 250mg Injection,
19232,Azidru 500mg Tablet,
19233,Asticlav CV Dry Syrup,
19234,Amxone SB 1000mg/500mg Injection,
19235,Amzi 500mg Tablet,
19236,Aziway 200mg Syrup,
19237,Amexosyn Duo Dry Syrup,
19238,Amexosyn Dry Syrup,
19239,Albidom D 30mg/40mg Capsule SR,
19240,Alepod 200 Tablet DT,
19241,Alvox 250mg Tablet,
19242,Aronim D 10mg/100mg Tablet,
19243,Alkisin 250mg Injection,
19244,Actam-S 375 Injection,
19245,Apnaid-SP Tablet,
19246,Actam-TZ Kid 281.25mg Injection,
19247,Avupenem 1000mg Injection,
19248,Aecef 250mg Injection,
19249,Avzone-SB 1.5gm Injection,
19250,Aarcim 50mg Dry Syrup,
19251,Azirex 100mg Oral Suspension,
19252,Aceclofia TP 100mg/325mg Tablet,
19253,Acrecet 10mg Tablet,
19254,AE Nerve 1500mcg Injection,
19255,Aviclo P Syrup,
19256,Acrotex 50mg Tablet DT,
19257,Alicef 250mg Injection,
19258,Amopot CV 500 mg/125 mg Tablet,
19259,Acevion P 100mg/325mg Tablet,
19260,Ablevo 500mg Tablet,
19261,Adipod O Tablet,
19262,Alicef 250mg Injection,
19263,Amine 100mg Injection,
19264,Arodox 50mg Tablet DT,
19265,Asvik-CV 228.5 Dry Syrup,
19266,Aloypion 300mg Tablet,
19267,Aceplee-DR Tablet,
19268,Acelosky 100mg/325mg Tablet,
19269,Azilet 100mg/5ml Suspension,
19270,Awnaflox 200mg Tablet,
19271,Azefil 200mg Syrup,
19272,Adimox 500 Capsule,
19273,Abidic Tablet,
19274,Arther 75mg Injection,
19275,Amopot CV 500 mg/125 mg Tablet,
19276,Azirex 100mg Oral Suspension,
19277,Aceclofia TP 100mg/325mg Tablet,
19278,Acrecet 10mg Tablet,
19279,AE Nerve 1500mcg Injection,
19280,Abrizol-D Tablet,
19281,Azilay 250mg Tablet,
19282,Amesti 100mg Capsule,
19283,Aelmet 0.05% Nasal Drops,
19284,Amito 100mg Injection,
19285,Alersol DX Syrup,
19286,Azithcap 250mg Tablet,
19287,AMLOCAD-AT 5MG/50MG TABLET,
19288,Abiclo 800 Tablet DT,
19289,Apnaid P 100mg/325mg Tablet,
19290,Awnaflox 200mg Tablet,
19291,Aloypion 300mg Tablet,
19292,Aceplee-DR Tablet,
19293,Azefil 200mg Syrup,
19294,Acelosky 100mg/325mg Tablet,
19295,Amesti 100mg Capsule,
19296,Acen P 100mg/500mg Tablet,
19297,Acedase AP Oral Suspension,
19298,Astyclo MR 100mg/325mg/250mg Tablet,
19299,Azilay 250mg Tablet,
19300,Aelmet 0.05% Nasal Drops,
19301,Affyclox 250mg/250mg Capsule,
19302,AC 100mg Tablet,
19303,Al Fine 1.4gm Syrup,
19304,Adirab-LS Capsule SR,
19305,Apnaid P 100mg/325mg Tablet,
19306,Avirox 150mg Tablet,
19307,Azitras 200mg/5ml Suspension,
19308,Airserch-D Syrup,
19309,Acinabid 25mg Tablet,
19310,Asloxa OD 200mg/500mg Tablet,
19311,Acelosia P 100mg/325mg Tablet,
19312,Azeclo Oral Suspension,
19313,Amalgard 20mg Injection,
19314,Aconmyth G 300mg/500mcg Tablet,
19315,Annoxy 125mg Syrup,
19316,Ambcort 6mg Tablet,
19317,Anol 100mg Tablet,
19318,Ampurin Plus 250mg/250mg Capsule,
19319,Angofen-SR Tablet,
19320,Afzole D 10mg/20mg Capsule,
19321,Amazer 500mg/125mg Tablet,
19322,Alnaclox 250mg/250mg Capsule,
19323,Anz 250mg Tablet,
19324,Arh Junior 75mg Injection,
19325,Acidowipe Syrup,
19326,Azeon 250mg Tablet,
19327,Anacuf Syrup,
19328,Amirise 75mg Tablet,
19329,Atorstar 20mg Tablet,
19330,Avumol 250mg Oral Suspension,
19331,Azidac 250mg Tablet,
19332,Antem 10mg Suspension,
19333,Abrizol-D Tablet,
19334,Alersol DX Syrup,
19335,Azithcap 250mg Tablet,
19336,Alsyt Tablet,
19337,Azistar 250mg Tablet,
19338,Aarcob 2500mcg Injection,
19339,Azikum 500mg Tablet,
19340,Aecin 500mg Injection,
19341,Amzeclav 200mg/28.5mg Syrup,
19342,Azaus 250mg Tablet,
19343,Aurizol P 40mg Tablet,
19344,Avof OZ Oral Suspension,
19345,Artip 150mg Injection,
19346,Aasfur CV 500mg/125mg Tablet,
19347,Aecan MR 100mg/325mg/250mg Tablet,
19348,Aurolide Tablet,
19349,Ameto GP Forte 1mg/1000mg/15mg Tablet ER,
19350,Atorlik 20mg Tablet,
19351,Artivail-L Tablet,
19352,Adoloc D 10mg/20mg Capsule,
19353,Adimox 250 Capsule,
19354,Akniclav Plus Oral Drops,
19355,Azitar 250mg Tablet,
19356,Azycin 250mg Tablet,
19357,Afdimoxin Dry Syrup,
19358,Acudrot 40mg Injection,
19359,Albeworm Plus 6mg/400mg Tablet,
19360,Ambrom S 500mg/8mg Capsule,
19361,Aarpen 40mg Tablet,
19362,Alinda 400mg Tablet,
19363,Aviband Suspension,
19364,Astvir 500mg Injection,
19365,Anytime 100mg Tablet,
19366,Ancolam 1.5mg Tablet SR,
19367,Aclofac 100mg Tablet,
19368,Anzispas 20mg/250mg Tablet,
19369,Avmox 250mg Tablet DT,
19370,Acemind-SP Tablet,
19371,Astodol P Syrup,
19372,Aike-Dmr Tablet,
19373,Asrazid Injection,
19374,Aflevo 500mg Tablet,
19375,Asticef 50mg Dry Syrup,
19376,Aanprim DS 800mg/160mg Tablet,
19377,Amist L Kid 2.5mg/4mg Tablet,
19378,Avirab-D Tablet,
19379,Alora 1mg Tablet SR,
19380,Asticef 50mg Dry Syrup,
19381,Amist L Kid 2.5mg/4mg Tablet,
19382,Aanprim DS 800mg/160mg Tablet,
19383,Alora 1mg Tablet SR,
19384,Acemind-SP Tablet,
19385,Axcef Oral Drops,
19386,Asrazid Injection,
19387,Alfaxime 100mg Tablet,
19388,Azedim 250mg Injection,
19389,Alecin 250mg Tablet,
